ciudad,latitud,longitud,fecha,temperatura_media,temperatura_max,temperatura_min,humedad_relativa,precipitacion,velocidad_viento,direccion_viento
Guayaquil,-2.1894,-79.889,2022-07-15,26.74,36.68,20.42,59.19,0.07,3.92,263.5
Guayaquil,-2.1894,-79.889,2022-07-16,26.4,36.05,20.65,60.15,0.28,4.07,261.4
Guayaquil,-2.1894,-79.889,2022-07-17,26.7,36.37,20.39,58.82,0.26,4.26,250.6
Guayaquil,-2.1894,-79.889,2022-07-18,27.51,37.7,20.6,54.58,0.01,4.25,259.4
Guayaquil,-2.1894,-79.889,2022-07-19,26.84,36.74,20.83,56.34,0.05,4.07,257.4
Guayaquil,-2.1894,-79.889,2022-07-20,26.44,35.52,20.7,57.29,0.02,4.58,246.0
Guayaquil,-2.1894,-79.889,2022-07-21,26.66,36.57,20.04,56.83,0.01,3.97,257.3
Guayaquil,-2.1894,-79.889,2022-07-22,26.55,35.87,20.65,57.53,0.01,3.99,266.4
Guayaquil,-2.1894,-79.889,2022-07-23,26.35,35.98,20.09,58.96,0.41,3.88,249.2
Guayaquil,-2.1894,-79.889,2022-07-24,26.73,35.7,21.02,60.31,0.64,3.64,252.2
Guayaquil,-2.1894,-79.889,2022-07-25,26.31,35.47,20.97,60.99,0.36,4.49,247.9
Guayaquil,-2.1894,-79.889,2022-07-26,25.87,34.99,20.64,61.95,2.11,4.05,250.5
Guayaquil,-2.1894,-79.889,2022-07-27,26.2,35.87,20.1,62.02,0.33,3.73,255.6
Guayaquil,-2.1894,-79.889,2022-07-28,27.37,37.25,20.94,58.26,0.94,3.57,264.6
Guayaquil,-2.1894,-79.889,2022-07-29,27.08,37.09,20.72,62.1,1.21,4.0,252.4
Guayaquil,-2.1894,-79.889,2022-07-30,26.66,36.16,20.55,58.37,0.03,4.52,246.8
Guayaquil,-2.1894,-79.889,2022-07-31,26.37,35.69,20.57,60.19,0.0,4.57,247.2
Guayaquil,-2.1894,-79.889,2022-08-01,26.09,34.44,20.67,60.54,0.04,4.71,241.9
Guayaquil,-2.1894,-79.889,2022-08-02,26.29,35.48,20.24,59.71,0.01,4.56,249.0
Guayaquil,-2.1894,-79.889,2022-08-03,26.39,35.56,20.66,59.63,0.12,4.48,253.9
Guayaquil,-2.1894,-79.889,2022-08-04,26.8,36.76,20.44,58.48,0.11,4.15,258.9
Guayaquil,-2.1894,-79.889,2022-08-05,26.68,35.88,20.76,59.98,0.07,4.26,251.8
Guayaquil,-2.1894,-79.889,2022-08-06,26.53,35.56,20.81,57.52,0.06,4.1,243.9
Guayaquil,-2.1894,-79.889,2022-08-07,27.33,37.48,20.44,55.94,0.04,3.99,260.0
Guayaquil,-2.1894,-79.889,2022-08-08,27.03,36.55,20.69,59.35,0.14,4.37,255.6
Guayaquil,-2.1894,-79.889,2022-08-09,27.13,36.42,20.46,58.04,0.11,4.17,253.3
Guayaquil,-2.1894,-79.889,2022-08-10,27.12,37.01,20.41,57.47,0.15,4.47,251.3
Guayaquil,-2.1894,-79.889,2022-08-11,27.56,37.84,20.86,54.94,0.04,4.06,254.4
Guayaquil,-2.1894,-79.889,2022-08-12,27.97,38.31,21.15,55.6,0.02,3.89,254.3
Guayaquil,-2.1894,-79.889,2022-08-13,27.15,37.19,20.96,58.41,0.02,4.1,252.8
Guayaquil,-2.1894,-79.889,2022-08-14,26.96,36.09,20.68,57.5,0.01,4.13,245.4
Guayaquil,-2.1894,-79.889,2022-08-15,27.93,38.23,21.18,55.85,0.0,4.09,263.0
Guayaquil,-2.1894,-79.889,2022-08-16,28.42,38.76,21.36,54.79,0.01,3.62,275.5
Guayaquil,-2.1894,-79.889,2022-08-17,27.29,36.69,21.7,60.18,0.66,4.36,263.3
Guayaquil,-2.1894,-79.889,2022-08-18,26.08,35.3,20.39,61.47,0.21,4.76,245.3
Guayaquil,-2.1894,-79.889,2022-08-19,26.6,35.77,20.75,57.96,0.12,4.4,254.2
Guayaquil,-2.1894,-79.889,2022-08-20,26.89,36.23,20.34,56.62,0.33,4.28,255.2
Guayaquil,-2.1894,-79.889,2022-08-21,27.58,38.47,20.36,56.5,0.22,3.77,270.3
Guayaquil,-2.1894,-79.889,2022-08-22,27.88,37.7,20.79,55.11,0.11,3.74,257.8
Guayaquil,-2.1894,-79.889,2022-08-23,27.65,37.25,21.2,56.13,0.01,4.31,254.2
Guayaquil,-2.1894,-79.889,2022-08-24,26.67,36.47,20.69,58.85,0.0,4.75,249.2
Guayaquil,-2.1894,-79.889,2022-08-25,26.63,36.12,20.1,57.69,0.0,4.48,253.4
Guayaquil,-2.1894,-79.889,2022-08-26,26.92,37.06,20.32,58.22,0.0,4.55,246.0
Guayaquil,-2.1894,-79.889,2022-08-27,26.49,35.82,20.42,58.17,0.01,4.83,244.5
Guayaquil,-2.1894,-79.889,2022-08-28,27.26,36.91,20.83,55.84,0.03,4.23,256.7
Guayaquil,-2.1894,-79.889,2022-08-29,28.04,38.46,21.33,54.66,0.23,4.19,258.0
Guayaquil,-2.1894,-79.889,2022-08-30,26.88,37.1,20.89,58.16,0.18,4.47,253.3
Guayaquil,-2.1894,-79.889,2022-08-31,26.85,36.93,20.29,56.95,0.01,4.49,249.6
Guayaquil,-2.1894,-79.889,2022-09-01,26.86,36.95,20.31,57.08,0.0,4.33,250.1
Guayaquil,-2.1894,-79.889,2022-09-02,27.36,37.96,20.48,56.58,0.0,4.18,255.3
Guayaquil,-2.1894,-79.889,2022-09-03,27.68,38.08,20.83,55.57,0.09,4.46,254.8
Guayaquil,-2.1894,-79.889,2022-09-04,28.18,38.95,20.98,52.71,0.21,4.19,258.3
Guayaquil,-2.1894,-79.889,2022-09-05,28.43,39.05,21.07,53.79,0.1,3.6,257.5
Guayaquil,-2.1894,-79.889,2022-09-06,28.4,38.88,20.93,52.64,0.05,4.13,261.0
Guayaquil,-2.1894,-79.889,2022-09-07,26.67,36.55,20.43,57.3,0.02,4.97,245.7
Guayaquil,-2.1894,-79.889,2022-09-08,26.1,35.78,20.06,55.76,0.0,5.08,243.9
Guayaquil,-2.1894,-79.889,2022-09-09,26.89,37.33,19.51,54.93,0.0,4.23,248.6
Guayaquil,-2.1894,-79.889,2022-09-10,27.46,38.41,20.67,54.29,0.07,4.14,264.1
Guayaquil,-2.1894,-79.889,2022-09-11,27.42,38.0,20.89,55.5,0.02,4.17,271.4
Guayaquil,-2.1894,-79.889,2022-09-12,27.41,37.79,20.74,55.75,0.0,3.91,264.2
Guayaquil,-2.1894,-79.889,2022-09-13,26.88,36.88,20.7,56.59,0.03,4.12,250.7
Guayaquil,-2.1894,-79.889,2022-09-14,26.99,37.63,20.39,55.46,0.02,4.2,265.7
Guayaquil,-2.1894,-79.889,2022-09-15,27.77,38.56,21.31,55.58,0.23,3.79,268.8
Guayaquil,-2.1894,-79.889,2022-09-16,26.05,35.58,20.49,57.9,0.15,4.88,245.8
Guayaquil,-2.1894,-79.889,2022-09-17,26.94,36.73,20.78,54.72,0.07,4.32,255.0
Guayaquil,-2.1894,-79.889,2022-09-18,26.79,36.91,20.44,56.03,0.01,4.6,261.5
Guayaquil,-2.1894,-79.889,2022-09-19,26.55,37.32,20.02,56.81,0.0,4.37,254.9
Guayaquil,-2.1894,-79.889,2022-09-20,26.48,36.23,20.41,56.58,0.04,4.14,253.2
Guayaquil,-2.1894,-79.889,2022-09-21,27.29,37.4,20.75,54.34,0.01,4.23,264.2
Guayaquil,-2.1894,-79.889,2022-09-22,27.49,37.52,21.61,56.28,0.04,4.07,268.0
Guayaquil,-2.1894,-79.889,2022-09-23,27.37,37.78,21.09,56.56,0.03,4.52,258.0
Guayaquil,-2.1894,-79.889,2022-09-24,27.39,36.75,21.63,55.04,0.0,4.12,263.2
Guayaquil,-2.1894,-79.889,2022-09-25,27.28,36.68,21.58,55.65,1.03,4.79,250.1
Guayaquil,-2.1894,-79.889,2022-09-26,27.34,38.05,21.12,54.8,0.03,4.42,258.3
Guayaquil,-2.1894,-79.889,2022-09-27,27.54,38.38,20.52,54.6,0.01,4.29,261.2
Guayaquil,-2.1894,-79.889,2022-09-28,27.05,37.65,20.85,55.87,0.05,4.57,263.0
Guayaquil,-2.1894,-79.889,2022-09-29,26.63,37.49,19.96,56.46,0.03,4.47,251.9
Guayaquil,-2.1894,-79.889,2022-09-30,27.63,37.34,20.7,51.01,0.43,4.24,249.1
Guayaquil,-2.1894,-79.889,2022-10-01,27.43,38.19,20.26,50.41,0.05,4.34,264.9
Guayaquil,-2.1894,-79.889,2022-10-02,28.54,39.6,21.07,51.32,0.01,4.2,273.0
Guayaquil,-2.1894,-79.889,2022-10-03,27.46,37.36,21.91,56.33,0.0,4.54,257.6
Guayaquil,-2.1894,-79.889,2022-10-04,26.79,36.24,20.9,54.87,0.0,5.1,241.2
Guayaquil,-2.1894,-79.889,2022-10-05,27.85,38.33,21.32,53.05,0.01,4.22,258.6
Guayaquil,-2.1894,-79.889,2022-10-06,27.41,37.72,21.31,55.57,0.0,4.08,275.9
Guayaquil,-2.1894,-79.889,2022-10-07,26.63,35.36,21.23,58.14,0.02,4.2,240.5
Guayaquil,-2.1894,-79.889,2022-10-08,26.15,34.82,21.01,57.84,0.01,4.8,250.7
Guayaquil,-2.1894,-79.889,2022-10-09,26.87,37.14,20.43,55.65,0.0,4.64,266.0
Guayaquil,-2.1894,-79.889,2022-10-10,27.4,38.48,20.39,55.11,0.01,4.37,262.9
Guayaquil,-2.1894,-79.889,2022-10-11,27.6,38.62,20.54,55.01,0.01,4.42,260.7
Guayaquil,-2.1894,-79.889,2022-10-12,26.17,35.42,20.89,58.59,0.0,4.87,251.9
Guayaquil,-2.1894,-79.889,2022-10-13,26.33,36.67,20.07,56.31,0.05,4.39,251.4
Guayaquil,-2.1894,-79.889,2022-10-14,26.95,37.63,20.06,53.28,0.44,4.07,261.4
Guayaquil,-2.1894,-79.889,2022-10-15,26.51,36.62,20.36,56.82,0.39,4.19,261.2
Guayaquil,-2.1894,-79.889,2022-10-16,26.02,34.63,20.61,56.88,0.04,4.24,252.7
Guayaquil,-2.1894,-79.889,2022-10-17,27.0,37.37,20.89,55.68,0.08,4.56,264.3
Guayaquil,-2.1894,-79.889,2022-10-18,27.08,37.56,20.3,56.67,0.31,4.38,271.0
Guayaquil,-2.1894,-79.889,2022-10-19,27.0,35.61,21.39,57.97,0.28,3.94,268.0
Guayaquil,-2.1894,-79.889,2022-10-20,26.88,35.65,21.22,58.85,0.45,4.23,261.3
Guayaquil,-2.1894,-79.889,2022-10-21,26.43,36.33,20.93,58.66,0.13,4.76,249.7
Guayaquil,-2.1894,-79.889,2022-10-22,26.8,36.2,20.96,57.15,0.18,2.89,252.6
Guayaquil,-2.1894,-79.889,2022-10-23,27.09,37.32,21.44,56.04,0.72,4.59,253.8
Guayaquil,-2.1894,-79.889,2022-10-24,26.52,36.13,20.91,56.39,0.88,4.16,260.4
Guayaquil,-2.1894,-79.889,2022-10-25,25.74,33.66,20.56,59.4,0.78,4.0,244.7
Guayaquil,-2.1894,-79.889,2022-10-26,26.73,36.46,20.35,58.29,0.35,3.95,256.0
Guayaquil,-2.1894,-79.889,2022-10-27,26.36,34.92,20.44,58.97,0.04,3.99,240.0
Guayaquil,-2.1894,-79.889,2022-10-28,27.02,36.37,21.01,57.45,0.01,3.91,248.0
Guayaquil,-2.1894,-79.889,2022-10-29,27.31,37.44,21.0,55.26,0.0,3.73,247.7
Guayaquil,-2.1894,-79.889,2022-10-30,26.71,35.74,20.97,55.7,0.0,4.18,241.4
Guayaquil,-2.1894,-79.889,2022-10-31,26.96,37.67,20.0,54.84,0.01,4.11,241.8
Guayaquil,-2.1894,-79.889,2022-11-01,27.14,37.24,20.54,53.3,0.06,4.31,271.6
Guayaquil,-2.1894,-79.889,2022-11-02,27.44,36.97,20.74,53.35,0.04,4.36,268.3
Guayaquil,-2.1894,-79.889,2022-11-03,26.6,36.38,21.15,55.59,0.03,4.87,254.4
Guayaquil,-2.1894,-79.889,2022-11-04,26.61,36.5,20.08,56.49,0.02,4.31,247.9
Guayaquil,-2.1894,-79.889,2022-11-05,26.68,36.24,21.15,56.51,0.13,4.05,264.2
Guayaquil,-2.1894,-79.889,2022-11-06,27.03,36.94,20.51,56.49,0.12,3.87,264.4
Guayaquil,-2.1894,-79.889,2022-11-07,27.15,37.38,20.67,56.27,0.05,4.22,254.7
Guayaquil,-2.1894,-79.889,2022-11-08,26.94,36.98,20.7,56.8,0.03,4.33,256.8
Guayaquil,-2.1894,-79.889,2022-11-09,26.58,35.06,20.71,57.14,0.04,4.01,246.1
Guayaquil,-2.1894,-79.889,2022-11-10,26.62,34.96,21.37,56.23,0.0,3.67,256.0
Guayaquil,-2.1894,-79.889,2022-11-11,26.48,33.86,21.16,58.43,0.0,3.2,250.9
Guayaquil,-2.1894,-79.889,2022-11-12,25.7,32.66,21.4,60.86,0.21,3.76,250.3
Guayaquil,-2.1894,-79.889,2022-11-13,26.28,35.96,20.0,60.47,0.56,4.37,243.5
Guayaquil,-2.1894,-79.889,2022-11-14,26.26,36.47,19.61,58.08,0.3,4.68,247.9
Guayaquil,-2.1894,-79.889,2022-11-15,26.32,34.9,20.03,55.59,0.27,4.88,244.5
Guayaquil,-2.1894,-79.889,2022-11-16,27.07,36.62,20.78,55.37,0.39,4.53,251.6
Guayaquil,-2.1894,-79.889,2022-11-17,27.2,36.63,21.31,57.47,0.21,4.52,258.9
Guayaquil,-2.1894,-79.889,2022-11-18,27.47,37.54,21.19,57.89,0.13,4.44,253.6
Guayaquil,-2.1894,-79.889,2022-11-19,26.83,36.2,21.76,58.01,0.05,4.81,255.4
Guayaquil,-2.1894,-79.889,2022-11-20,26.86,35.8,20.56,56.48,0.25,4.5,245.3
Guayaquil,-2.1894,-79.889,2022-11-21,27.1,36.62,21.23,56.9,0.36,4.5,251.8
Guayaquil,-2.1894,-79.889,2022-11-22,26.87,35.62,21.03,56.44,0.14,4.03,233.2
Guayaquil,-2.1894,-79.889,2022-11-23,27.01,36.6,21.06,55.58,0.0,4.49,247.7
Guayaquil,-2.1894,-79.889,2022-11-24,27.72,37.64,20.61,54.12,0.01,4.13,245.4
Guayaquil,-2.1894,-79.889,2022-11-25,27.34,37.1,20.89,56.26,0.09,4.39,258.8
Guayaquil,-2.1894,-79.889,2022-11-26,27.12,36.21,21.13,57.42,0.06,4.7,253.0
Guayaquil,-2.1894,-79.889,2022-11-27,27.34,36.33,21.95,56.83,0.03,4.31,260.0
Guayaquil,-2.1894,-79.889,2022-11-28,27.17,36.4,21.72,59.07,0.08,4.61,254.8
Guayaquil,-2.1894,-79.889,2022-11-29,26.41,34.38,21.67,60.16,0.03,4.66,234.3
Guayaquil,-2.1894,-79.889,2022-11-30,26.76,35.52,21.15,59.65,0.0,4.59,237.3
Guayaquil,-2.1894,-79.889,2022-12-01,26.65,35.29,21.4,59.6,0.1,4.46,241.3
Guayaquil,-2.1894,-79.889,2022-12-02,27.57,35.25,21.93,57.43,0.08,3.76,239.5
Guayaquil,-2.1894,-79.889,2022-12-03,27.12,34.72,22.19,59.6,0.07,4.93,248.0
Guayaquil,-2.1894,-79.889,2022-12-04,26.97,35.81,21.43,59.28,0.05,4.42,246.9
Guayaquil,-2.1894,-79.889,2022-12-05,27.17,36.4,21.22,56.94,0.01,4.19,239.0
Guayaquil,-2.1894,-79.889,2022-12-06,26.86,36.61,20.85,58.51,0.06,4.71,250.7
Guayaquil,-2.1894,-79.889,2022-12-07,26.07,33.87,21.5,61.59,0.04,4.89,246.6
Guayaquil,-2.1894,-79.889,2022-12-08,26.56,34.77,21.44,59.44,0.0,4.43,247.0
Guayaquil,-2.1894,-79.889,2022-12-09,26.27,34.65,21.58,59.68,0.01,5.28,246.9
Guayaquil,-2.1894,-79.889,2022-12-10,26.42,35.16,20.65,58.6,0.38,4.9,251.2
Guayaquil,-2.1894,-79.889,2022-12-11,25.88,33.02,21.32,61.24,0.02,4.8,246.8
Guayaquil,-2.1894,-79.889,2022-12-12,27.22,34.24,21.63,58.03,0.0,4.05,256.2
Guayaquil,-2.1894,-79.889,2022-12-13,26.97,34.91,22.08,59.63,0.09,4.52,254.5
Guayaquil,-2.1894,-79.889,2022-12-14,27.81,36.84,21.83,56.73,0.07,4.47,245.5
Guayaquil,-2.1894,-79.889,2022-12-15,27.83,37.18,21.87,57.25,0.15,4.66,252.3
Guayaquil,-2.1894,-79.889,2022-12-16,27.59,36.0,21.95,58.64,0.13,5.17,240.9
Guayaquil,-2.1894,-79.889,2022-12-17,26.89,34.53,22.33,63.22,0.17,4.69,252.0
Guayaquil,-2.1894,-79.889,2022-12-18,27.26,34.7,22.48,61.14,1.2,4.02,253.5
Guayaquil,-2.1894,-79.889,2022-12-19,28.1,36.18,22.5,59.48,1.08,3.99,258.3
Guayaquil,-2.1894,-79.889,2022-12-20,27.96,36.22,22.89,59.77,0.02,4.99,247.3
Guayaquil,-2.1894,-79.889,2022-12-21,27.68,35.15,22.87,61.14,0.01,4.53,250.3
Guayaquil,-2.1894,-79.889,2022-12-22,28.4,36.32,23.02,59.85,0.1,4.73,245.8
Guayaquil,-2.1894,-79.889,2022-12-23,28.71,37.91,22.85,59.6,0.04,4.66,255.3
Guayaquil,-2.1894,-79.889,2022-12-24,28.74,37.87,23.41,58.62,0.8,4.4,255.7
Guayaquil,-2.1894,-79.889,2022-12-25,27.43,35.02,22.77,61.62,0.33,4.24,255.3
Guayaquil,-2.1894,-79.889,2022-12-26,27.13,34.07,22.62,63.16,0.19,4.28,253.0
Guayaquil,-2.1894,-79.889,2022-12-27,28.08,36.47,22.63,60.61,0.23,4.66,240.9
Guayaquil,-2.1894,-79.889,2022-12-28,28.36,37.53,22.83,59.23,0.09,4.53,258.1
Guayaquil,-2.1894,-79.889,2022-12-29,28.84,37.81,23.31,58.25,0.08,4.1,271.1
Guayaquil,-2.1894,-79.889,2022-12-30,27.71,36.31,23.06,63.28,1.1,4.59,258.8
Guayaquil,-2.1894,-79.889,2022-12-31,26.97,34.33,23.15,63.47,0.23,5.05,235.1
Guayaquil,-2.1894,-79.889,2023-01-01,27.52,34.46,22.55,58.33,0.22,3.11,232.9
Guayaquil,-2.1894,-79.889,2023-01-02,27.97,35.42,22.83,58.74,0.53,2.9,243.2
Guayaquil,-2.1894,-79.889,2023-01-03,26.71,31.8,22.94,64.2,0.17,3.57,273.7
Guayaquil,-2.1894,-79.889,2023-01-04,27.92,36.41,22.43,59.61,0.0,3.97,246.2
Guayaquil,-2.1894,-79.889,2023-01-05,26.97,31.63,23.1,61.31,0.0,3.1,248.5
Guayaquil,-2.1894,-79.889,2023-01-06,28.44,36.49,23.29,58.63,0.01,3.73,268.5
Guayaquil,-2.1894,-79.889,2023-01-07,27.6,33.82,23.79,59.81,0.02,3.58,274.2
Guayaquil,-2.1894,-79.889,2023-01-08,28.43,37.27,23.14,56.28,0.18,4.0,262.7
Guayaquil,-2.1894,-79.889,2023-01-09,28.45,36.96,23.0,56.97,4.02,3.84,264.3
Guayaquil,-2.1894,-79.889,2023-01-10,27.05,33.8,22.79,64.39,3.79,3.46,261.4
Guayaquil,-2.1894,-79.889,2023-01-11,26.45,31.95,23.26,67.74,0.87,4.42,235.1
Guayaquil,-2.1894,-79.889,2023-01-12,26.92,34.17,22.54,62.56,1.06,3.4,248.5
Guayaquil,-2.1894,-79.889,2023-01-13,25.67,31.1,21.85,67.44,0.52,2.41,258.7
Guayaquil,-2.1894,-79.889,2023-01-14,27.05,33.16,23.09,68.29,4.95,3.04,256.9
Guayaquil,-2.1894,-79.889,2023-01-15,25.92,31.45,22.34,70.73,1.23,2.97,228.3
Guayaquil,-2.1894,-79.889,2023-01-16,27.24,34.07,22.69,66.52,0.28,3.05,254.3
Guayaquil,-2.1894,-79.889,2023-01-17,27.31,34.0,22.69,61.94,0.05,4.55,234.3
Guayaquil,-2.1894,-79.889,2023-01-18,28.82,37.88,22.93,59.07,1.84,3.41,253.9
Guayaquil,-2.1894,-79.889,2023-01-19,25.75,29.29,23.25,71.41,2.41,3.03,224.0
Guayaquil,-2.1894,-79.889,2023-01-20,27.64,36.24,21.48,62.0,0.32,2.73,254.2
Guayaquil,-2.1894,-79.889,2023-01-21,27.58,33.94,23.0,65.13,0.49,4.04,239.1
Guayaquil,-2.1894,-79.889,2023-01-22,28.43,36.39,23.09,61.01,0.37,3.61,240.3
Guayaquil,-2.1894,-79.889,2023-01-23,29.27,37.86,23.41,59.71,0.01,3.48,271.6
Guayaquil,-2.1894,-79.889,2023-01-24,28.57,36.34,23.86,60.37,0.29,4.84,244.4
Guayaquil,-2.1894,-79.889,2023-01-25,28.89,37.0,23.47,58.86,5.43,4.38,237.2
Guayaquil,-2.1894,-79.889,2023-01-26,28.72,36.89,23.46,64.8,6.61,3.31,245.8
Guayaquil,-2.1894,-79.889,2023-01-27,28.51,35.99,23.75,66.69,5.08,3.55,258.0
Guayaquil,-2.1894,-79.889,2023-01-28,28.67,36.72,23.67,65.13,0.41,3.76,244.7
Guayaquil,-2.1894,-79.889,2023-01-29,28.26,35.66,23.4,65.34,4.07,4.7,244.4
Guayaquil,-2.1894,-79.889,2023-01-30,28.35,35.98,23.41,67.75,5.28,3.4,255.7
Guayaquil,-2.1894,-79.889,2023-01-31,27.78,34.58,23.47,68.84,0.37,3.6,236.7
Guayaquil,-2.1894,-79.889,2023-02-01,27.71,33.77,23.95,69.16,1.07,3.98,233.4
Guayaquil,-2.1894,-79.889,2023-02-02,28.3,35.75,23.39,68.04,1.91,3.94,245.1
Guayaquil,-2.1894,-79.889,2023-02-03,28.5,35.92,23.7,67.2,1.22,4.31,258.2
Guayaquil,-2.1894,-79.889,2023-02-04,28.47,35.69,24.12,67.33,0.62,4.04,284.4
Guayaquil,-2.1894,-79.889,2023-02-05,27.98,34.67,23.9,68.16,0.41,4.38,247.9
Guayaquil,-2.1894,-79.889,2023-02-06,28.67,36.6,23.96,66.04,1.6,3.66,258.6
Guayaquil,-2.1894,-79.889,2023-02-07,28.78,36.5,23.94,66.32,1.41,4.06,258.9
Guayaquil,-2.1894,-79.889,2023-02-08,28.29,35.44,24.06,67.96,2.57,3.86,255.3
Guayaquil,-2.1894,-79.889,2023-02-09,27.93,35.01,23.95,73.23,47.71,3.47,254.0
Guayaquil,-2.1894,-79.889,2023-02-10,27.63,34.23,23.4,76.01,20.35,3.3,248.4
Guayaquil,-2.1894,-79.889,2023-02-11,27.51,33.94,23.41,76.15,5.74,3.35,249.8
Guayaquil,-2.1894,-79.889,2023-02-12,25.92,29.32,23.69,83.5,5.6,2.15,268.4
Guayaquil,-2.1894,-79.889,2023-02-13,27.12,33.57,23.8,79.84,18.34,3.23,287.9
Guayaquil,-2.1894,-79.889,2023-02-14,25.8,30.41,23.26,82.11,8.14,3.1,268.3
Guayaquil,-2.1894,-79.889,2023-02-15,27.0,33.12,23.24,77.98,7.2,2.83,290.9
Guayaquil,-2.1894,-79.889,2023-02-16,25.84,29.68,23.37,82.18,6.71,1.97,254.9
Guayaquil,-2.1894,-79.889,2023-02-17,26.43,31.25,23.33,80.03,1.55,2.5,232.7
Guayaquil,-2.1894,-79.889,2023-02-18,27.46,32.74,23.89,77.61,2.01,2.91,242.6
Guayaquil,-2.1894,-79.889,2023-02-19,27.29,32.74,24.21,79.63,7.24,2.78,270.0
Guayaquil,-2.1894,-79.889,2023-02-20,25.41,27.58,23.95,88.87,34.84,3.36,317.6
Guayaquil,-2.1894,-79.889,2023-02-21,25.32,27.98,23.34,88.61,42.98,1.43,282.6
Guayaquil,-2.1894,-79.889,2023-02-22,26.15,30.27,23.38,83.01,9.35,1.63,271.9
Guayaquil,-2.1894,-79.889,2023-02-23,25.67,30.26,22.2,83.65,7.75,2.86,240.6
Guayaquil,-2.1894,-79.889,2023-02-24,26.34,31.37,22.89,82.34,6.47,3.24,275.3
Guayaquil,-2.1894,-79.889,2023-02-25,26.08,30.74,23.23,85.04,14.35,3.36,290.7
Guayaquil,-2.1894,-79.889,2023-02-26,26.24,30.91,22.97,82.49,7.54,2.51,271.0
Guayaquil,-2.1894,-79.889,2023-02-27,26.74,31.84,23.43,82.69,4.58,3.17,262.6
Guayaquil,-2.1894,-79.889,2023-02-28,26.06,30.11,23.41,85.01,1.72,3.32,268.0
Guayaquil,-2.1894,-79.889,2023-03-01,27.11,32.36,23.71,82.63,0.5,3.32,281.0
Guayaquil,-2.1894,-79.889,2023-03-02,26.6,31.25,23.79,84.05,2.72,3.74,262.3
Guayaquil,-2.1894,-79.889,2023-03-03,26.83,32.31,23.51,79.8,2.83,3.04,256.1
Guayaquil,-2.1894,-79.889,2023-03-04,26.81,32.18,23.29,81.09,2.65,3.14,290.2
Guayaquil,-2.1894,-79.889,2023-03-05,26.08,30.26,23.9,86.58,20.47,3.12,255.0
Guayaquil,-2.1894,-79.889,2023-03-06,26.12,29.78,23.6,87.44,21.61,2.36,292.0
Guayaquil,-2.1894,-79.889,2023-03-07,24.59,26.57,23.36,91.57,10.48,2.9,225.7
Guayaquil,-2.1894,-79.889,2023-03-08,25.5,28.74,23.52,89.85,31.58,2.28,259.8
Guayaquil,-2.1894,-79.889,2023-03-09,25.67,29.97,23.34,87.99,30.72,2.58,300.6
Guayaquil,-2.1894,-79.889,2023-03-10,24.64,27.85,22.19,88.59,4.35,2.41,279.9
Guayaquil,-2.1894,-79.889,2023-03-11,25.39,28.75,22.32,86.2,9.51,1.68,221.5
Guayaquil,-2.1894,-79.889,2023-03-12,25.65,29.42,23.11,86.37,4.27,1.74,215.0
Guayaquil,-2.1894,-79.889,2023-03-13,25.69,29.29,23.32,86.83,5.63,2.19,309.2
Guayaquil,-2.1894,-79.889,2023-03-14,25.89,29.9,22.63,84.43,14.99,1.48,316.1
Guayaquil,-2.1894,-79.889,2023-03-15,26.16,29.95,23.53,86.82,1.34,2.67,242.8
Guayaquil,-2.1894,-79.889,2023-03-16,25.53,28.64,23.33,88.5,3.56,2.34,245.1
Guayaquil,-2.1894,-79.889,2023-03-17,25.39,28.65,23.28,88.43,2.35,2.5,254.2
Guayaquil,-2.1894,-79.889,2023-03-18,26.44,30.88,22.91,83.97,0.4,2.05,291.5
Guayaquil,-2.1894,-79.889,2023-03-19,26.02,29.22,23.68,87.25,0.06,2.32,275.8
Guayaquil,-2.1894,-79.889,2023-03-20,25.77,29.02,23.58,87.54,0.15,2.78,244.7
Guayaquil,-2.1894,-79.889,2023-03-21,26.55,30.96,23.47,86.85,2.41,2.83,262.8
Guayaquil,-2.1894,-79.889,2023-03-22,26.24,29.27,24.29,88.98,9.95,2.64,272.0
Guayaquil,-2.1894,-79.889,2023-03-23,25.59,27.82,23.94,90.65,28.82,2.37,313.2
Guayaquil,-2.1894,-79.889,2023-03-24,25.35,28.26,23.1,87.98,13.68,1.89,293.4
Guayaquil,-2.1894,-79.889,2023-03-25,26.43,31.34,23.09,83.05,1.41,2.5,259.4
Guayaquil,-2.1894,-79.889,2023-03-26,26.61,30.53,24.19,84.29,15.9,2.56,259.0
Guayaquil,-2.1894,-79.889,2023-03-27,26.5,30.55,24.16,84.5,15.81,2.65,286.7
Guayaquil,-2.1894,-79.889,2023-03-28,25.68,29.17,23.35,83.04,3.12,2.35,289.4
Guayaquil,-2.1894,-79.889,2023-03-29,26.72,31.45,22.94,79.18,3.59,1.79,259.3
Guayaquil,-2.1894,-79.889,2023-03-30,26.5,31.4,23.43,85.14,8.76,2.63,241.9
Guayaquil,-2.1894,-79.889,2023-03-31,26.04,29.49,24.27,90.25,19.74,3.3,249.9
Guayaquil,-2.1894,-79.889,2023-04-01,26.62,31.4,23.76,85.25,2.19,2.86,281.4
Guayaquil,-2.1894,-79.889,2023-04-02,26.28,30.88,23.31,85.3,2.63,2.86,299.8
